GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM,SEASON,GAME_TYPE
Shot Chart Detail,0022100071,549,1630532,Franz Wagner,1610612753,Orlando Magic,4,5,6,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,13,-130,9,1,0,20211029,TOR,ORL,2021-22,R
Shot Chart Detail,0022100071,634,1630532,Franz Wagner,1610612753,Orlando Magic,4,0,33,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,237,8,1,1,20211029,TOR,ORL,2021-22,R
Shot Chart Detail,0022100079,27,1630532,Franz Wagner,1610612753,Orlando Magic,1,9,35,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,110,239,1,1,20211030,DET,ORL,2021-22,R
Shot Chart Detail,0022100079,109,1630532,Franz Wagner,1610612753,Orlando Magic,1,3,7,Made Shot,Driving Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-2,50,1,1,20211030,DET,ORL,2021-22,R
Shot Chart Detail,0022100079,116,1630532,Franz Wagner,1610612753,Orlando Magic,1,2,29,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-131,247,1,0,20211030,DET,ORL,2021-22,R
Shot Chart Detail,0022100079,127,1630532,Franz Wagner,1610612753,Orlando Magic,1,1,30,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-16,4,1,1,20211030,DET,ORL,2021-22,R
Shot Chart Detail,0022100079,146,1630532,Franz Wagner,1610612753,Orlando Magic,1,0,5,Missed Shot,Step Back Jump shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,233,27,1,0,20211030,DET,ORL,2021-22,R
Shot Chart Detail,0022100079,153,1630532,Franz Wagner,1610612753,Orlando Magic,2,11,42,Missed Shot,Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-45,10,1,0,20211030,DET,ORL,2021-22,R
Shot Chart Detail,0022100079,188,1630532,Franz Wagner,1610612753,Orlando Magic,2,8,58,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,23,4,1,0,20211030,DET,ORL,2021-22,R
Shot Chart Detail,0022100079,305,1630532,Franz Wagner,1610612753,Orlando Magic,2,2,21,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-42,32,1,0,20211030,DET,ORL,2021-22,R
Shot Chart Detail,0022100079,342,1630532,Franz Wagner,1610612753,Orlando Magic,2,0,6,Made Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,17,2,1,1,20211030,DET,ORL,2021-22,R
Shot Chart Detail,0022100079,383,1630532,Franz Wagner,1610612753,Orlando Magic,3,9,50,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-21,5,1,1,20211030,DET,ORL,2021-22,R
Shot Chart Detail,0022100079,391,1630532,Franz Wagner,1610612753,Orlando Magic,3,9,2,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-80,251,1,1,20211030,DET,ORL,2021-22,R
Shot Chart Detail,0022100079,424,1630532,Franz Wagner,1610612753,Orlando Magic,3,6,35,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-143,218,1,1,20211030,DET,ORL,2021-22,R
Shot Chart Detail,0022100079,436,1630532,Franz Wagner,1610612753,Orlando Magic,3,5,47,Made Shot,Floating Jump shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,5,37,1,1,20211030,DET,ORL,2021-22,R
Shot Chart Detail,0022100079,565,1630532,Franz Wagner,1610612753,Orlando Magic,4,8,31,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,164,201,1,0,20211030,DET,ORL,2021-22,R
