video,game_id,event_id
https://videos.nba.com/nba/pbp/media/2021/10/22/0022100018/278/fe803dcf-b3da-8829-e0a9-26217dced1dc_1280x720.mp4,0022100018,278
https://videos.nba.com/nba/pbp/media/2021/10/22/0022100018/292/5630719b-0409-cc21-b1ae-2d4e62873cba_1280x720.mp4,0022100018,292
https://videos.nba.com/nba/pbp/media/2021/10/22/0022100018/379/dfa8cde7-8d7f-7bac-2ef1-3ab83ed3572b_1280x720.mp4,0022100018,379
https://videos.nba.com/nba/pbp/media/2021/10/22/0022100018/409/19a31f14-42b5-d396-e388-46c2e1770c8e_1280x720.mp4,0022100018,409
https://videos.nba.com/nba/pbp/media/2021/10/22/0022100018/457/131d9947-d0d2-84f5-03e1-2d80bdc2606c_1280x720.mp4,0022100018,457
https://videos.nba.com/nba/pbp/media/2021/10/22/0022100018/654/c039c90a-973d-d893-ab2e-71a209fd2e8b_1280x720.mp4,0022100018,654
https://videos.nba.com/nba/pbp/media/2021/10/24/0022100036/74/fac7d3ba-336f-8751-3afa-f614e5f7dfba_1280x720.mp4,0022100036,74
https://videos.nba.com/nba/pbp/media/2021/10/24/0022100036/83/11bc78b5-a32d-f3b0-0356-2caa619e3782_1280x720.mp4,0022100036,83
https://videos.nba.com/nba/pbp/media/2021/10/24/0022100036/87/72ee4095-5e25-5c14-d87c-0239cadefa60_1280x720.mp4,0022100036,87
https://videos.nba.com/nba/pbp/media/2021/10/24/0022100036/255/dbdb6666-a660-f899-9b8e-028e67b7ba21_1280x720.mp4,0022100036,255
https://videos.nba.com/nba/pbp/media/2021/10/24/0022100036/288/4bb7bcf4-84fc-d97b-d929-d0836dc9674a_1280x720.mp4,0022100036,288
https://videos.nba.com/nba/pbp/media/2021/10/24/0022100036/296/60e04ff0-2282-70b3-ef6c-cae2de0757e4_1280x720.mp4,0022100036,296
https://videos.nba.com/nba/pbp/media/2021/10/24/0022100036/345/3dadb127-4169-0958-b80a-13fb6453ae1d_1280x720.mp4,0022100036,345
https://videos.nba.com/nba/pbp/media/2021/10/24/0022100036/481/cb3291f0-8f39-8fea-d0d2-8fae98b47396_1280x720.mp4,0022100036,481
https://videos.nba.com/nba/pbp/media/2021/10/24/0022100036/489/29905f00-3cef-c6b9-892e-b99a875d9886_1280x720.mp4,0022100036,489
https://videos.nba.com/nba/pbp/media/2021/10/24/0022100036/575/9bad1913-a7f8-e831-3ee0-4d0951004e81_1280x720.mp4,0022100036,575
https://videos.nba.com/nba/pbp/media/2021/10/24/0022100036/633/da3ed499-311a-3597-fd44-ba208e0c54bf_1280x720.mp4,0022100036,633
https://videos.nba.com/nba/pbp/media/2021/10/25/0022100045/23/1d5b5ca3-5fb0-3e30-3077-0b5b730cf1c8_1280x720.mp4,0022100045,23
https://videos.nba.com/nba/pbp/media/2021/10/25/0022100045/32/5b6792db-95fc-2070-ebd5-78f52405d8c4_1280x720.mp4,0022100045,32
https://videos.nba.com/nba/pbp/media/2021/10/25/0022100045/178/5cd8babd-d630-36d1-8316-61ac94aff30f_1280x720.mp4,0022100045,178
https://videos.nba.com/nba/pbp/media/2021/10/25/0022100045/185/308f2a10-0332-3d4e-f965-47e615bd9c3b_1280x720.mp4,0022100045,185
https://videos.nba.com/nba/pbp/media/2021/10/25/0022100045/212/0449e5ae-cd8c-a037-9dfd-a2864e41b1c1_1280x720.mp4,0022100045,212
https://videos.nba.com/nba/pbp/media/2021/10/25/0022100045/237/51bafd49-df9a-d015-13bd-04a8f9468c3c_1280x720.mp4,0022100045,237
https://videos.nba.com/nba/pbp/media/2021/10/25/0022100045/240/4751b748-299c-2e6d-a7a6-00c0204dd99e_1280x720.mp4,0022100045,240
https://videos.nba.com/nba/pbp/media/2021/10/25/0022100045/250/79430d90-4edf-d230-fce5-7125ce4c3de9_1280x720.mp4,0022100045,250
https://videos.nba.com/nba/pbp/media/2021/10/25/0022100045/263/a679c420-41b4-dbf1-b97b-3117ff5ff9a5_1280x720.mp4,0022100045,263
https://videos.nba.com/nba/pbp/media/2021/10/25/0022100045/287/b97f559b-aa73-9b37-640a-ffdeb87eaff6_1280x720.mp4,0022100045,287
https://videos.nba.com/nba/pbp/media/2021/10/25/0022100045/332/1d509d5e-73df-1a31-b6d2-504f06bdf760_1280x720.mp4,0022100045,332
https://videos.nba.com/nba/pbp/media/2021/10/25/0022100045/362/9ff26758-14af-47d5-e8aa-b9de5ab568f7_1280x720.mp4,0022100045,362
https://videos.nba.com/nba/pbp/media/2021/10/25/0022100045/567/c4be93e5-dc6a-9d5d-6c1e-e027f7709e78_1280x720.mp4,0022100045,567
https://videos.nba.com/nba/pbp/media/2021/10/27/0022100055/53/267ef048-7087-b83d-1fbc-a28329f48f12_1280x720.mp4,0022100055,53
https://videos.nba.com/nba/pbp/media/2021/10/27/0022100055/63/9d7c9cfd-627e-d44b-1322-bab26e01caf5_1280x720.mp4,0022100055,63
https://videos.nba.com/nba/pbp/media/2021/10/27/0022100055/229/190928fc-1fb6-b906-4b3d-ead7dc720f7a_1280x720.mp4,0022100055,229
https://videos.nba.com/nba/pbp/media/2021/10/27/0022100055/245/b0820d74-0d71-a27b-41cb-2918a2730ebf_1280x720.mp4,0022100055,245
https://videos.nba.com/nba/pbp/media/2021/10/27/0022100055/328/18e0f17a-6fa0-1f2a-5fae-0a1701165659_1280x720.mp4,0022100055,328
https://videos.nba.com/nba/pbp/media/2021/10/27/0022100055/564/30731642-e8b3-f957-556f-429900ca172f_1280x720.mp4,0022100055,564
https://videos.nba.com/nba/pbp/media/2021/10/27/0022100055/576/bd5f40e9-211b-eac3-8f04-3a7bb7fd49e2_1280x720.mp4,0022100055,576
https://videos.nba.com/nba/pbp/media/2021/10/29/0022100071/10/6db2a236-3c66-5cdd-7f3b-468068919360_1280x720.mp4,0022100071,10
https://videos.nba.com/nba/pbp/media/2021/10/29/0022100071/14/0cf030bb-a763-893d-4c13-f2d2988c45eb_1280x720.mp4,0022100071,14
https://videos.nba.com/nba/pbp/media/2021/10/29/0022100071/41/9cec4c09-a4f7-91a3-5344-f46a62647498_1280x720.mp4,0022100071,41
https://videos.nba.com/nba/pbp/media/2021/10/29/0022100071/287/8e787f99-22d3-eccb-f57d-5f8e00e9e7de_1280x720.mp4,0022100071,287
https://videos.nba.com/nba/pbp/media/2021/10/29/0022100071/321/64f545ce-a422-08b7-8b02-d0d7737e86a0_1280x720.mp4,0022100071,321
https://videos.nba.com/nba/pbp/media/2021/10/29/0022100071/330/1eb4c2e6-0efc-4e32-f356-b2d98daf1528_1280x720.mp4,0022100071,330
https://videos.nba.com/nba/pbp/media/2021/10/29/0022100071/360/fa94b45f-cb0a-11bd-ec04-d7faaec37e60_1280x720.mp4,0022100071,360
https://videos.nba.com/nba/pbp/media/2021/10/29/0022100071/377/7318ab22-6a0b-1601-38c1-0cdbb65220ef_1280x720.mp4,0022100071,377
https://videos.nba.com/nba/pbp/media/2021/10/29/0022100071/379/926ef4c6-3a16-140f-1580-62dd47d2a7e0_1280x720.mp4,0022100071,379
https://videos.nba.com/nba/pbp/media/2021/10/29/0022100071/541/d68ea875-08da-82f9-a1e7-1d102c0b19f3_1280x720.mp4,0022100071,541
https://videos.nba.com/nba/pbp/media/2021/10/29/0022100071/549/cbe46ec5-c52d-ba76-18f6-c99c57ca396f_1280x720.mp4,0022100071,549
https://videos.nba.com/nba/pbp/media/2021/10/29/0022100071/634/f8faa526-326a-b69f-c42e-2552922361ea_1280x720.mp4,0022100071,634
https://videos.nba.com/nba/pbp/media/2021/10/30/0022100079/27/8b4465f7-7185-60e7-1f56-26a5cea996d6_1280x720.mp4,0022100079,27
https://videos.nba.com/nba/pbp/media/2021/10/30/0022100079/109/52a934a6-73f6-f8c3-747c-20023126c027_1280x720.mp4,0022100079,109
https://videos.nba.com/nba/pbp/media/2021/10/30/0022100079/116/fabf2e6c-73ef-1339-633d-d124b6784b96_1280x720.mp4,0022100079,116
https://videos.nba.com/nba/pbp/media/2021/10/30/0022100079/127/4ad3326e-7cb1-a95d-f6f5-50814136149b_1280x720.mp4,0022100079,127
https://videos.nba.com/nba/pbp/media/2021/10/30/0022100079/146/d50090cf-dacb-f2d4-a0af-645ca1c50b27_1280x720.mp4,0022100079,146
https://videos.nba.com/nba/pbp/media/2021/10/30/0022100079/153/e5e6c82c-8ee5-d1f5-7050-d5beda901c00_1280x720.mp4,0022100079,153
https://videos.nba.com/nba/pbp/media/2021/10/30/0022100079/188/2c14a2cb-c39b-0551-4551-8b38eab8ecc5_1280x720.mp4,0022100079,188
https://videos.nba.com/nba/pbp/media/2021/10/30/0022100079/305/4fbb1358-d090-ae1b-8ddd-f0f4088420e7_1280x720.mp4,0022100079,305
https://videos.nba.com/nba/pbp/media/2021/10/30/0022100079/342/7c5faab0-0016-5901-c0cb-98f6edc50d40_1280x720.mp4,0022100079,342
https://videos.nba.com/nba/pbp/media/2021/10/30/0022100079/383/ed60c86e-50f0-8b0a-3ab3-7a0364cd0e8b_1280x720.mp4,0022100079,383
https://videos.nba.com/nba/pbp/media/2021/10/30/0022100079/391/6b17a9b7-0bc2-9d8f-2b62-e6698bed37e3_1280x720.mp4,0022100079,391
https://videos.nba.com/nba/pbp/media/2021/10/30/0022100079/424/d47a7055-c3bd-34aa-1ac1-86f5151ab729_1280x720.mp4,0022100079,424
https://videos.nba.com/nba/pbp/media/2021/10/30/0022100079/436/33591810-4f04-3a47-4b60-7d3e846afa30_1280x720.mp4,0022100079,436
https://videos.nba.com/nba/pbp/media/2021/10/30/0022100079/565/b49e82d7-52cb-9b67-b844-2c7224d99264_1280x720.mp4,0022100079,565
https://videos.nba.com/nba/pbp/media/2021/10/30/0022100079/591/3a3ea27b-5f9c-92c2-6b5d-e2a2a5574af9_1280x720.mp4,0022100079,591
https://videos.nba.com/nba/pbp/media/2021/11/01/0022100101/23/3fba28ee-26d7-70eb-eb81-375cc6619c7a_1280x720.mp4,0022100101,23
https://videos.nba.com/nba/pbp/media/2021/11/01/0022100101/36/9ad3f554-40b2-50ea-297d-4c29da844998_1280x720.mp4,0022100101,36
https://videos.nba.com/nba/pbp/media/2021/11/01/0022100101/51/66322b0e-e127-7f32-063c-1f06c9c17808_1280x720.mp4,0022100101,51
https://videos.nba.com/nba/pbp/media/2021/11/01/0022100101/86/483a97b2-195a-ae3e-952b-7d43a59e4f3e_1280x720.mp4,0022100101,86
https://videos.nba.com/nba/pbp/media/2021/11/01/0022100101/276/cfae2453-b02b-b105-2746-bd0971265996_1280x720.mp4,0022100101,276
https://videos.nba.com/nba/pbp/media/2021/11/01/0022100101/327/d62e5683-9bea-d9c3-445d-b3c543f37162_1280x720.mp4,0022100101,327
https://videos.nba.com/nba/pbp/media/2021/11/01/0022100101/335/4bd2786b-cac6-bc67-f72a-484574227e6e_1280x720.mp4,0022100101,335
https://videos.nba.com/nba/pbp/media/2021/11/01/0022100101/392/5b37d5fa-c926-b2d8-cd1b-b8cc00c5f9a5_1280x720.mp4,0022100101,392
https://videos.nba.com/nba/pbp/media/2021/11/01/0022100101/406/acdba903-0782-d222-916d-8290636908b3_1280x720.mp4,0022100101,406
https://videos.nba.com/nba/pbp/media/2021/11/01/0022100101/442/842bf0b6-c8bc-e283-bb3d-04a66c608fef_1280x720.mp4,0022100101,442
https://videos.nba.com/nba/pbp/media/2021/11/01/0022100101/446/23e23298-3344-6723-a319-9170f218787d_1280x720.mp4,0022100101,446
https://videos.nba.com/nba/pbp/media/2021/11/01/0022100101/593/b8f872cd-dca4-39af-c8f2-524ccb8ea586_1280x720.mp4,0022100101,593
https://videos.nba.com/nba/pbp/media/2021/11/01/0022100101/604/16366c9d-3e86-2ac6-16ba-670c02a0942e_1280x720.mp4,0022100101,604
https://videos.nba.com/nba/pbp/media/2021/11/01/0022100101/606/b6ab7d55-b13d-87ed-ed6f-2de414dca13d_1280x720.mp4,0022100101,606
https://videos.nba.com/nba/pbp/media/2021/11/01/0022100101/617/0f1e7949-86fd-3ffe-c06a-10f03b1c6ede_1280x720.mp4,0022100101,617
https://videos.nba.com/nba/pbp/media/2021/11/01/0022100101/622/06ac4ed6-115d-366c-eb98-09acb1d4f26e_1280x720.mp4,0022100101,622
https://videos.nba.com/nba/pbp/media/2021/11/01/0022100101/626/ab68d8c9-6810-175e-f3ec-d5477257cbea_1280x720.mp4,0022100101,626
https://videos.nba.com/nba/pbp/media/2021/11/01/0022100101/638/8435dacd-3ffc-c3b4-8ea3-9e9640cb6579_1280x720.mp4,0022100101,638
https://videos.nba.com/nba/pbp/media/2021/11/03/0022100110/13/dd9f970b-912e-0218-4a1f-0f445755ec5e_1280x720.mp4,0022100110,13
https://videos.nba.com/nba/pbp/media/2021/11/03/0022100110/26/fffe2c49-86b0-7f85-dc37-f092f1c8b102_1280x720.mp4,0022100110,26
https://videos.nba.com/nba/pbp/media/2021/11/03/0022100110/75/a037ae24-517b-2428-1262-d87d7c3e34f7_1280x720.mp4,0022100110,75
https://videos.nba.com/nba/pbp/media/2021/11/03/0022100110/224/cf4d2563-96b2-fb78-9d30-a644add8d121_1280x720.mp4,0022100110,224
https://videos.nba.com/nba/pbp/media/2021/11/03/0022100110/253/28532afb-c817-0716-0324-fdca39e68a01_1280x720.mp4,0022100110,253
https://videos.nba.com/nba/pbp/media/2021/11/03/0022100110/362/1f31353b-f41e-9b2c-a0ca-376dec9d6b48_1280x720.mp4,0022100110,362
https://videos.nba.com/nba/pbp/media/2021/11/03/0022100110/375/73961646-468b-7f5b-9916-58524d4d2a34_1280x720.mp4,0022100110,375
https://videos.nba.com/nba/pbp/media/2021/11/03/0022100110/543/296359b6-022d-8e30-5304-a260f82fd5a0_1280x720.mp4,0022100110,543
https://videos.nba.com/nba/pbp/media/2021/11/03/0022100110/592/6b340187-9fd5-5258-77bb-316f262bc46d_1280x720.mp4,0022100110,592
https://videos.nba.com/nba/pbp/media/2021/11/03/0022100110/598/8c54ea44-afb1-adbc-4071-da9926bad272_1280x720.mp4,0022100110,598
https://videos.nba.com/nba/pbp/media/2021/11/05/0022100125/76/140f5bfc-4712-c201-eeb3-28bf28178a3a_1280x720.mp4,0022100125,76
https://videos.nba.com/nba/pbp/media/2021/11/05/0022100125/189/bfbe1d9f-c156-4a8f-ab32-8f4678dac7a5_1280x720.mp4,0022100125,189
https://videos.nba.com/nba/pbp/media/2021/11/05/0022100125/201/1f57f3d7-2865-eb52-a54b-daa964b96a9d_1280x720.mp4,0022100125,201
https://videos.nba.com/nba/pbp/media/2021/11/05/0022100125/250/182b0be0-7a87-87df-6298-c6ab9ab42b00_1280x720.mp4,0022100125,250
https://videos.nba.com/nba/pbp/media/2021/11/05/0022100125/258/1c0b3d28-0173-d5d5-d3b0-850689b3226a_1280x720.mp4,0022100125,258
https://videos.nba.com/nba/pbp/media/2021/11/05/0022100125/334/d769e160-a025-e3c4-298f-eed13a9f7eff_1280x720.mp4,0022100125,334
https://videos.nba.com/nba/pbp/media/2021/11/05/0022100125/355/a9e77b37-e490-24eb-f898-186f9c62dce5_1280x720.mp4,0022100125,355
https://videos.nba.com/nba/pbp/media/2021/11/05/0022100125/372/4aec5fdc-c19e-7889-4bc4-32e9b0cd2144_1280x720.mp4,0022100125,372
https://videos.nba.com/nba/pbp/media/2021/11/05/0022100125/572/3eedb078-97cc-34f6-8023-6074628f7988_1280x720.mp4,0022100125,572
https://videos.nba.com/nba/pbp/media/2021/11/05/0022100125/646/d7955032-5f41-031d-004c-c3d68f814d5f_1280x720.mp4,0022100125,646
https://videos.nba.com/nba/pbp/media/2021/11/05/0022100125/653/72457200-d201-af77-6cfe-8adad94fad41_1280x720.mp4,0022100125,653
https://videos.nba.com/nba/pbp/media/2021/11/07/0022100141/13/404140b2-1806-b27a-e0e1-c000abac4e93_1280x720.mp4,0022100141,13
https://videos.nba.com/nba/pbp/media/2021/11/07/0022100141/57/e17f86d3-a37b-49f4-9797-a63be76d0ca4_1280x720.mp4,0022100141,57
https://videos.nba.com/nba/pbp/media/2021/11/07/0022100141/61/c8c64908-c6a4-8d1e-7d76-b7d946ab3717_1280x720.mp4,0022100141,61
https://videos.nba.com/nba/pbp/media/2021/11/07/0022100141/170/bb6effd2-f62b-a8e0-68c8-c0f24ff0780f_1280x720.mp4,0022100141,170
https://videos.nba.com/nba/pbp/media/2021/11/07/0022100141/176/14289a01-9d87-4d06-1f0d-8740bf8f3a40_1280x720.mp4,0022100141,176
https://videos.nba.com/nba/pbp/media/2021/11/07/0022100141/194/d43b1739-d7d9-d210-4502-828d5e286ecf_1280x720.mp4,0022100141,194
https://videos.nba.com/nba/pbp/media/2021/11/07/0022100141/197/98fd483b-4c6f-4199-5d31-87e3b41011b6_1280x720.mp4,0022100141,197
https://videos.nba.com/nba/pbp/media/2021/11/07/0022100141/278/604160ba-4b56-3d7f-ed8e-2ce8ac6c1560_1280x720.mp4,0022100141,278
https://videos.nba.com/nba/pbp/media/2021/11/07/0022100141/357/5940e255-7868-793c-f755-2a450c060f64_1280x720.mp4,0022100141,357
https://videos.nba.com/nba/pbp/media/2021/11/07/0022100141/395/24808dad-0905-8f69-d253-aa2628b13aee_1280x720.mp4,0022100141,395
https://videos.nba.com/nba/pbp/media/2021/11/10/0022100159/61/98bf768d-5564-9ddb-895a-e14b979ff96c_1280x720.mp4,0022100159,61
https://videos.nba.com/nba/pbp/media/2021/11/10/0022100159/288/cab0962a-0c81-09bc-4d59-34949a4d0b93_1280x720.mp4,0022100159,288
https://videos.nba.com/nba/pbp/media/2021/11/10/0022100159/293/f82b64d3-a7ed-78a9-32d0-ae2f618fe8c1_1280x720.mp4,0022100159,293
https://videos.nba.com/nba/pbp/media/2021/11/10/0022100159/295/ee3c557d-4a15-b201-f967-5f0c18d2aee1_1280x720.mp4,0022100159,295
https://videos.nba.com/nba/pbp/media/2021/11/10/0022100159/312/7dc1df99-8bc0-2a53-9cb6-222464bf784b_1280x720.mp4,0022100159,312
https://videos.nba.com/nba/pbp/media/2021/11/10/0022100159/325/4f3a482a-797a-4e40-a0ed-ef1432d01c5f_1280x720.mp4,0022100159,325
https://videos.nba.com/nba/pbp/media/2021/11/10/0022100159/359/002f1942-a1cf-64b0-3d8c-2e352e814550_1280x720.mp4,0022100159,359
https://videos.nba.com/nba/pbp/media/2021/11/10/0022100159/425/23061949-cbc6-7ed2-99f0-ed72ca582d41_1280x720.mp4,0022100159,425
https://videos.nba.com/nba/pbp/media/2021/11/10/0022100159/570/866b0ae7-aee7-7a7a-041c-47523ebdf89f_1280x720.mp4,0022100159,570
https://videos.nba.com/nba/pbp/media/2021/11/10/0022100159/576/6ddbcde5-4712-0255-a089-cefafa3e686d_1280x720.mp4,0022100159,576
https://videos.nba.com/nba/pbp/media/2021/11/10/0022100159/631/ea31d1ad-8420-716b-18a9-dea896ab1582_1280x720.mp4,0022100159,631
https://videos.nba.com/nba/pbp/media/2021/11/13/0022100187/21/7cabf811-a73a-3790-fec0-397f0cf1eb9e_1280x720.mp4,0022100187,21
https://videos.nba.com/nba/pbp/media/2021/11/13/0022100187/48/9b1a5348-b195-dca6-1a02-b9e7908e9866_1280x720.mp4,0022100187,48
https://videos.nba.com/nba/pbp/media/2021/11/13/0022100187/70/b14226fa-85c4-9b0a-8315-dfa332771bee_1280x720.mp4,0022100187,70
https://videos.nba.com/nba/pbp/media/2021/11/13/0022100187/184/6d75fcf6-3f84-b263-eed9-67e3378eee20_1280x720.mp4,0022100187,184
https://videos.nba.com/nba/pbp/media/2021/11/13/0022100187/361/2bd5e71a-2186-8b17-89cc-970d8d91c0e2_1280x720.mp4,0022100187,361
https://videos.nba.com/nba/pbp/media/2021/11/13/0022100187/375/7220afa4-76ea-d600-cdc1-d7adc1f2628c_1280x720.mp4,0022100187,375
https://videos.nba.com/nba/pbp/media/2021/11/13/0022100187/379/e5f77e64-28f1-4afe-2fb8-2f3b6c209898_1280x720.mp4,0022100187,379
https://videos.nba.com/nba/pbp/media/2021/11/13/0022100187/381/3fa645c8-2d12-176d-ea76-ef40a89911d2_1280x720.mp4,0022100187,381
https://videos.nba.com/nba/pbp/media/2021/11/13/0022100187/520/80f74385-a6f3-6135-610b-c9fb843b04da_1280x720.mp4,0022100187,520
https://videos.nba.com/nba/pbp/media/2021/11/13/0022100187/562/fcc99533-21db-e3fb-de2b-39620bcccb43_1280x720.mp4,0022100187,562
https://videos.nba.com/nba/pbp/media/2021/11/13/0022100187/577/758c8fd7-6a2b-8e0a-eb10-44d0ac3225ae_1280x720.mp4,0022100187,577
https://videos.nba.com/nba/pbp/media/2021/11/15/0022100202/7/e521782d-c0e9-c518-0ec3-9d733ebf143f_1280x720.mp4,0022100202,7
https://videos.nba.com/nba/pbp/media/2021/11/15/0022100202/10/9bd5a207-c65f-141b-f015-d49ff26fb13c_1280x720.mp4,0022100202,10
https://videos.nba.com/nba/pbp/media/2021/11/15/0022100202/30/55651bb6-7baa-d018-9b15-b6c220e223b8_1280x720.mp4,0022100202,30
https://videos.nba.com/nba/pbp/media/2021/11/15/0022100202/53/d0a591ad-d4ca-8c94-2fba-b0123f460049_1280x720.mp4,0022100202,53
https://videos.nba.com/nba/pbp/media/2021/11/15/0022100202/127/cd6b65ce-d7a9-88d2-951e-16e698b53e7a_1280x720.mp4,0022100202,127
https://videos.nba.com/nba/pbp/media/2021/11/15/0022100202/207/efbf8e31-acee-0cf0-b789-f9d84f60aa5c_1280x720.mp4,0022100202,207
https://videos.nba.com/nba/pbp/media/2021/11/15/0022100202/240/44a50458-ca06-c619-7c48-19717fa4d79b_1280x720.mp4,0022100202,240
https://videos.nba.com/nba/pbp/media/2021/11/15/0022100202/254/07276e0a-d06b-28cb-9955-86456fb510cc_1280x720.mp4,0022100202,254
https://videos.nba.com/nba/pbp/media/2021/11/15/0022100202/402/5c1767fc-a503-33d7-88ca-0afa8d571b58_1280x720.mp4,0022100202,402
https://videos.nba.com/nba/pbp/media/2021/11/15/0022100202/538/6d92d92b-cf11-93c7-87be-99c28ea8842f_1280x720.mp4,0022100202,538
https://videos.nba.com/nba/pbp/media/2021/11/15/0022100202/543/60d852ee-2b69-6444-8680-80a814a14977_1280x720.mp4,0022100202,543
https://videos.nba.com/nba/pbp/media/2021/11/15/0022100202/560/1f6acce4-3eb3-7a37-fe78-43717681b9ea_1280x720.mp4,0022100202,560
https://videos.nba.com/nba/pbp/media/2021/11/15/0022100202/606/05f73eef-e09f-bdc1-f3f9-15445646e5f6_1280x720.mp4,0022100202,606
https://videos.nba.com/nba/pbp/media/2021/11/15/0022100202/630/2c3b4f40-7814-984a-87d6-64a9e78b6a6c_1280x720.mp4,0022100202,630
https://videos.nba.com/nba/pbp/media/2021/11/17/0022100218/26/d5e1d788-480e-102d-691f-ee593007fb66_1280x720.mp4,0022100218,26
https://videos.nba.com/nba/pbp/media/2021/11/17/0022100218/39/9c633652-31af-e87f-dfbf-2ba718d65230_1280x720.mp4,0022100218,39
https://videos.nba.com/nba/pbp/media/2021/11/17/0022100218/46/ecf0d5c0-caa4-a468-5a30-0adc3f7b2cc2_1280x720.mp4,0022100218,46
https://videos.nba.com/nba/pbp/media/2021/11/17/0022100218/208/37de4d3e-0be1-af6f-053e-f3cff7998d0d_1280x720.mp4,0022100218,208
https://videos.nba.com/nba/pbp/media/2021/11/17/0022100218/234/2575b3a8-c675-4020-cf0f-029d087a0c1e_1280x720.mp4,0022100218,234
https://videos.nba.com/nba/pbp/media/2021/11/17/0022100218/275/64ae7e34-0c83-1d20-ece0-d4eaa7e6c634_1280x720.mp4,0022100218,275
https://videos.nba.com/nba/pbp/media/2021/11/17/0022100218/286/d00e31d6-dae0-a992-763b-775648b61af1_1280x720.mp4,0022100218,286
https://videos.nba.com/nba/pbp/media/2021/11/17/0022100218/385/11399f53-9ae9-28bb-4988-a27ca79da48d_1280x720.mp4,0022100218,385
https://videos.nba.com/nba/pbp/media/2021/11/17/0022100218/550/603a1edc-b410-e382-4b9c-f56e42c83d88_1280x720.mp4,0022100218,550
https://videos.nba.com/nba/pbp/media/2021/11/17/0022100218/582/336abe84-eb2c-3623-7faa-79f6a83afc32_1280x720.mp4,0022100218,582
https://videos.nba.com/nba/pbp/media/2021/11/17/0022100218/627/9c0d198b-3804-b4d1-952b-d7b1ba7d0f96_1280x720.mp4,0022100218,627
https://videos.nba.com/nba/pbp/media/2021/11/19/0022100233/17/ecf9413e-3e71-e07c-63c4-9f3017f26e21_1280x720.mp4,0022100233,17
https://videos.nba.com/nba/pbp/media/2021/11/19/0022100233/189/f4e52842-550f-e014-8aaf-24c07a06f790_1280x720.mp4,0022100233,189
https://videos.nba.com/nba/pbp/media/2021/11/19/0022100233/217/547b58d5-b9bc-8e5c-8ca5-164ef30b5ffe_1280x720.mp4,0022100233,217
https://videos.nba.com/nba/pbp/media/2021/11/19/0022100233/221/a5f64f83-8494-3ef2-2015-1f6d01dc05af_1280x720.mp4,0022100233,221
https://videos.nba.com/nba/pbp/media/2021/11/19/0022100233/225/339e504d-b3b3-362d-3cda-ce32f0f34b04_1280x720.mp4,0022100233,225
https://videos.nba.com/nba/pbp/media/2021/11/19/0022100233/385/d0794760-eded-c196-6f06-1ac20c35f1c9_1280x720.mp4,0022100233,385
https://videos.nba.com/nba/pbp/media/2021/11/19/0022100233/402/08176216-b302-8603-d8e7-4b4c65fb3b06_1280x720.mp4,0022100233,402
https://videos.nba.com/nba/pbp/media/2021/11/19/0022100233/406/b155b18a-f7d3-70c0-3ee0-13af7cf8b147_1280x720.mp4,0022100233,406
